time,bid,ask,last_price,volume
2019-06-15 15:14:50,8714.2,8714.3,8714.2,12066.9845947
2019-06-15 15:15:00,8714.2,8714.3,8714.3,12067.14288682
2019-06-15 15:15:10,8714.2,8714.3,8714.3,12067.14288682
2019-06-15 15:15:20,8714.2,8714.3,8714.3,12067.14788682
2019-06-15 15:15:30,8714.2,8714.3,8714.3,12067.14788682
2019-06-15 15:15:40,8714.2,8714.3,8714.3,12014.63258093
2019-06-15 15:15:50,8713.9,8714.0,8713.9,12014.71555493
2019-06-15 15:16:00,8713.0,8713.1,8711.8,12029.90361363
2019-06-15 15:16:10,8713.0,8713.1,8711.8,12029.90361363
2019-06-15 15:16:20,8706.8,8706.9,8706.8,12030.96556521
2019-06-15 15:16:30,8706.8,8706.9,8706.8,12030.985565209999998
2019-06-15 15:16:40,8706.8,8706.9,8706.8,12030.985565209999998
2019-06-15 15:16:50,8704.9,8706.4,8705.6,12030.985565209999998
2019-06-15 15:17:00,8705.6,8706.2,8705.6,12031.52843521
2019-06-15 15:17:10,8705.6,8705.7,8705.6,12031.73843521
2019-06-15 15:17:20,8705.6,8705.7,8705.6,12031.73843521
2019-06-15 15:17:30,8705.6,8705.7,8705.6,12031.97586838
2019-06-15 15:17:40,8705.6,8705.7,8705.7,12031.97586838
2019-06-15 15:17:50,8705.6,8705.7,8705.7,12031.97586838
2019-06-15 15:18:00,8705.6,8705.7,8705.7,12031.97586838
2019-06-15 15:18:10,8705.5,8705.6,8705.6,12032.10020946
2019-06-15 15:18:20,8705.5,8705.6,8705.6,12032.10020946
2019-06-15 15:18:30,8705.5,8705.6,8704.9,12032.18020946
2019-06-15 15:18:40,8705.5,8705.6,8704.9,12032.18020946
2019-06-15 15:18:50,8705.6,8705.7,8705.7,12032.77120946
2019-06-15 15:19:00,8705.6,8705.7,8705.6,12032.79120946
2019-06-15 15:19:10,8705.6,8705.7,8705.6,12032.79120946
2019-06-15 15:19:20,8705.6,8705.7,8705.6,12032.79120946
2019-06-15 15:19:30,8705.6,8705.7,8705.3,12033.49120946
2019-06-15 15:19:40,8705.6,8705.7,8705.6,12035.49348753
2019-06-15 15:19:50,8705.6,8705.7,8705.7,12035.85515341
2019-06-15 15:20:00,8705.6,8705.7,8705.7,12035.85515341
2019-06-15 15:20:10,8705.6,8705.7,8705.7,12035.85515341
2019-06-15 15:20:20,8705.6,8705.7,8705.6585891,12035.86015341
2019-06-15 15:20:30,8705.6,8705.7,8705.6585891,12035.86015341
2019-06-15 15:20:40,8705.6,8705.7,8705.6585891,12035.86015341
2019-06-15 15:20:50,8705.6,8705.7,8705.7,12035.89322921
2019-06-15 15:21:00,8705.6,8705.7,8705.7,12035.89322921
2019-06-15 15:21:10,8705.6,8705.7,8705.7,12035.89322921
2019-06-15 15:21:20,8705.6,8705.7,8705.6,12035.89822921
2019-06-15 15:21:30,8705.6,8705.7,8705.6,12035.89822921
2019-06-15 15:21:40,8705.6,8705.7,8705.6,12035.93322921
2019-06-15 15:21:50,8705.6,8705.7,8705.6,12035.93322921
2019-06-15 15:22:00,8705.6,8705.7,8705.6,12035.93322921
2019-06-15 15:22:10,8705.6,8705.7,8705.6,12035.95222921
2019-06-15 15:22:20,8705.6,8705.7,8705.7,12035.977229209999998
2019-06-15 15:22:30,8705.6,8705.7,8705.7,12035.977229209999998
2019-06-15 15:22:40,8705.6,8705.7,8705.7,12036.63883144
2019-06-15 15:22:50,8701.6,8701.7,8701.7,12037.81469259
2019-06-15 15:23:00,8701.6,8701.7,8701.7,12037.81469259
2019-06-15 15:23:10,8701.6,8701.7,8701.7,12037.84838013
2019-06-15 15:23:20,8701.6,8701.7,8701.7,12037.84838013
2019-06-15 15:23:30,8701.6,8701.7,8701.7,12037.84838013
2019-06-15 15:23:40,8701.6,8701.7,8701.7,12037.89412356
2019-06-15 15:23:50,8701.6,8701.7,8701.6,12037.90412356
2019-06-15 15:24:00,8701.6,8701.7,8701.6,12038.11912356
2019-06-15 15:24:10,8701.6,8701.7,8701.6,12038.11912356
2019-06-15 15:24:20,8701.6,8701.7,8701.6,12038.11912356
2019-06-15 15:24:30,8701.6,8701.7,8701.6,12038.11912356
2019-06-15 15:24:40,8700.0,8700.1,8700.0,12051.34588541
2019-06-15 15:24:50,8700.0,8700.1,8700.0,12051.34588541
2019-06-15 15:25:00,8700.0,8700.1,8700.0,12051.34588541
2019-06-15 15:25:10,8700.0,8700.1,8700.0,12051.47088541
2019-06-15 15:25:20,8701.6,8701.7,8701.7,12060.48141768
2019-06-15 15:25:30,8701.6,8701.7,8701.7,12060.48141768
2019-06-15 15:25:40,8701.6,8701.7,8701.7,12060.53141768
2019-06-15 15:25:50,8701.6,8701.7,8701.7,12060.53141768
2019-06-15 15:26:00,8701.6,8701.7,8701.6,12060.54641768
2019-06-15 15:26:10,8701.6,8701.7,8701.6,12060.54641768
2019-06-15 15:26:20,8701.6,8701.7,8701.6,12060.56141768
2019-06-15 15:26:30,8701.6,8701.7,8701.6,12060.56141768
